,Result,Category
18626,Black Win,8
18627,Black Win,9
18628,Black Win,11
18629,Black Win,11
18630,Black Win,9
18631,White Win,12
18632,White Win,9
18633,Black Win,11
18634,White Win,11
18635,Black Win,8
18636,White Win,8
18637,Draw,7
18638,Black Win,9
18639,Black Win,12
18640,White Win,10
18641,White Win,9
18642,Black Win,9
18643,Black Win,6
18644,Black Win,9
18645,White Win,10
18646,Black Win,4
18647,White Win,17
18648,Black Win,5
18649,Black Win,9
18650,Black Win,18
18651,White Win,15
18652,Black Win,9
18653,White Win,9
18654,Black Win,5
18655,White Win,10
18656,Black Win,7
18657,White Win,8
18658,Black Win,11
18659,White Win,12
18660,White Win,13
18661,Black Win,6
18662,White Win,9
18663,Black Win,11
18664,Black Win,9
18665,White Win,9
18666,Black Win,7
18667,White Win,15
18668,White Win,8
18669,Black Win,13
18670,Black Win,8
18671,White Win,10
18672,Black Win,6
18673,White Win,16
18674,Black Win,0
18675,Black Win,11
18676,Black Win,11
18677,White Win,12
18678,Black Win,0
18679,Black Win,11
18680,Black Win,9
18681,White Win,9
18682,White Win,11
18683,Black Win,9
18684,White Win,11
18685,White Win,7
18686,White Win,10
18687,Black Win,8
18688,Black Win,10
18689,White Win,11
18690,Black Win,6
18691,White Win,13
18692,Black Win,7
18693,Black Win,11
18694,White Win,10
18695,Black Win,8
18696,Black Win,14
18697,White Win,11
18698,Black Win,20
18699,Black Win,6
18700,White Win,9
18701,Black Win,10
18702,White Win,13
18703,Black Win,7
18704,White Win,9
18705,White Win,8
18706,Black Win,10
18707,White Win,12
18708,White Win,9
18709,White Win,2
18710,White Win,12
18711,Black Win,10
18712,Black Win,7
18713,White Win,16
18714,Black Win,10
18715,White Win,11
18716,White Win,13
18717,White Win,7
18718,White Win,15
18719,Black Win,10
18720,Black Win,9
18721,White Win,10
18722,White Win,9
18723,Black Win,7
18724,White Win,8
18725,Black Win,14
18726,Black Win,8
18727,White Win,14
18728,Black Win,6
18729,White Win,13
18730,White Win,10
18731,White Win,10
18732,White Win,10
18733,White Win,12
18734,White Win,10
18735,White Win,9
18736,White Win,2
18737,White Win,11
18738,White Win,11
18739,Black Win,7
18740,Black Win,11
18741,White Win,20
18742,Black Win,12
18743,White Win,11
18744,White Win,10
18745,Black Win,7
18746,Black Win,6
18747,Black Win,11
18748,Black Win,7
18749,White Win,10
18750,White Win,7
18751,White Win,7
18752,White Win,9
18753,Black Win,11
18754,Black Win,9
18755,White Win,12
18756,Black Win,9
18757,Black Win,8
18758,White Win,9
18759,White Win,10
18760,Black Win,10
18761,White Win,13
18762,White Win,9
18763,Black Win,9
18764,Black Win,8
18765,White Win,15
18766,Black Win,2
18767,Black Win,6
18768,Black Win,11
18769,White Win,11
18770,Black Win,9
18771,White Win,12
18772,White Win,11
18773,White Win,7
18774,Black Win,13
18775,White Win,11
18776,White Win,13
18777,White Win,8
18778,White Win,10
18779,White Win,8
18780,White Win,9
18781,Black Win,8
18782,White Win,12
18783,Black Win,8
18784,White Win,16
18785,White Win,9
18786,White Win,11
18787,White Win,8
18788,Black Win,8
18789,White Win,9
18790,White Win,8
18791,Black Win,8
18792,White Win,9
18793,White Win,6
18794,Draw,12
18795,Black Win,10
18796,White Win,9
18797,Black Win,7
18798,White Win,10
18799,White Win,12
18800,Black Win,7
18801,Black Win,9
18802,White Win,12
18803,White Win,11
18804,White Win,13
18805,White Win,10
18806,White Win,13
18807,Black Win,7
18808,Black Win,6
18809,Black Win,5
18810,Black Win,6
18811,Black Win,10
18812,Black Win,8
18813,Black Win,9
18814,White Win,16
18815,White Win,10
18816,White Win,11
18817,Black Win,8
18818,White Win,12
18819,Black Win,7
18820,White Win,10
18821,Black Win,7
18822,White Win,10
18823,White Win,10
18824,Black Win,2
18825,Black Win,7
18826,Black Win,11
18827,Black Win,8
18828,Black Win,14
18829,Black Win,8
18830,Black Win,9
18831,Black Win,9
18832,White Win,11
18833,Black Win,5
18834,White Win,8
18835,White Win,6
18836,White Win,6
18837,White Win,7
18838,White Win,8
18839,Black Win,9
18840,White Win,11
18841,Black Win,11
18842,White Win,11
18843,Black Win,7
18844,White Win,10
18845,White Win,7
18846,Draw,8
18847,Black Win,9
18848,Black Win,8
18849,Draw,11
18850,Draw,13
18851,White Win,8
18852,White Win,10
18853,Black Win,6
18854,White Win,11
18855,Black Win,11
18856,White Win,9
18857,Black Win,3
18858,White Win,8
18859,White Win,8
18860,Black Win,8
18861,Black Win,10
18862,Black Win,10
18863,Black Win,8
18864,Black Win,0
18865,White Win,13
18866,Black Win,3
18867,Black Win,8
18868,Black Win,3
18869,White Win,17
18870,White Win,14
18871,White Win,10
18872,White Win,13
18873,White Win,11
18874,Black Win,0
18875,Black Win,12
18876,White Win,10
18877,White Win,11
18878,White Win,7
18879,Black Win,7
18880,White Win,6
18881,White Win,8
18882,Black Win,9
18883,Black Win,13
18884,Draw,2
18885,Black Win,10
18886,White Win,4
18887,Black Win,10
18888,White Win,12
18889,White Win,11
18890,White Win,9
18891,Black Win,9
18892,Black Win,11
18893,White Win,12
18894,Black Win,7
18895,Black Win,8
18896,Black Win,9
18897,White Win,5
18898,Black Win,7
18899,White Win,12
18900,Black Win,9
18901,Black Win,7
18902,White Win,8
18903,Draw,10
18904,White Win,8
18905,Black Win,11
18906,Black Win,9
18907,Black Win,9
18908,White Win,12
18909,Black Win,8
18910,White Win,12
18911,Black Win,7
18912,Black Win,9
18913,White Win,12
18914,White Win,4
18915,Black Win,11
18916,White Win,15
18917,Draw,9
18918,White Win,9
18919,White Win,10
18920,White Win,9
18921,White Win,11
18922,Black Win,12
18923,Black Win,10
18924,White Win,12
18925,White Win,16
18926,White Win,8
18927,White Win,12
18928,Black Win,7
18929,Black Win,15
18930,White Win,10
18931,Black Win,7
18932,White Win,9
18933,White Win,10
18934,Black Win,7
18935,White Win,10
18936,Black Win,8
18937,White Win,11
18938,Black Win,4
18939,Black Win,9
18940,Black Win,10
18941,White Win,8
18942,Black Win,7
18943,White Win,10
18944,White Win,4
18945,Black Win,0
18946,Black Win,7
18947,Black Win,7
18948,Black Win,7
18949,Black Win,8
18950,Black Win,15
18951,Black Win,9
18952,Black Win,0
18953,Black Win,7
18954,Black Win,10
18955,White Win,12
18956,White Win,11
18957,White Win,10
18958,Black Win,7
18959,Black Win,12
18960,Black Win,10
18961,Black Win,10
18962,Black Win,10
18963,Black Win,12
18964,White Win,12
18965,White Win,18
18966,White Win,11
18967,White Win,14
18968,Black Win,12
18969,White Win,14
18970,Black Win,10
18971,Black Win,10
18972,Black Win,12
18973,Black Win,9
18974,Black Win,7
18975,Black Win,9
18976,White Win,11
18977,Draw,15
18978,White Win,12
18979,White Win,12
18980,Black Win,7
18981,White Win,13
18982,White Win,9
18983,White Win,10
18984,Black Win,8
18985,Black Win,10
18986,Black Win,0
18987,White Win,9
18988,White Win,13
18989,White Win,10
18990,White Win,13
18991,Black Win,10
18992,White Win,10
18993,Black Win,1
18994,Black Win,11
18995,Black Win,3
18996,White Win,11
18997,Black Win,7
18998,White Win,13
18999,White Win,8
19000,Black Win,9
19001,Black Win,9
19002,Black Win,9
19003,Black Win,10
19004,White Win,14
19005,White Win,10
19006,Black Win,13
19007,Black Win,9
19008,Black Win,10
19009,White Win,8
19010,Black Win,9
19011,Draw,3
19012,White Win,11
19013,White Win,9
19014,White Win,11
19015,White Win,12
19016,Black Win,6
19017,Black Win,8
19018,White Win,18
19019,White Win,8
19020,White Win,9
19021,White Win,12
19022,Black Win,10
19023,Black Win,8
19024,Black Win,8
19025,White Win,13
19026,White Win,4
19027,White Win,2
19028,White Win,7
19029,White Win,7
19030,Draw,15
19031,White Win,16
19032,White Win,9
19033,Black Win,4
19034,Black Win,8
19035,White Win,10
19036,White Win,11
19037,Draw,11
19038,Black Win,12
19039,Draw,12
19040,White Win,11
19041,Black Win,8
19042,Black Win,11
19043,Black Win,9
19044,White Win,12
19045,Black Win,11
19046,White Win,8
19047,White Win,10
19048,Black Win,8
19049,Black Win,3
19050,White Win,20
19051,Black Win,9
19052,Black Win,5
19053,Black Win,7
19054,White Win,7
19055,Black Win,9
19056,Black Win,0
19057,White Win,7
19058,Black Win,7
19059,Black Win,9
19060,Black Win,9
19061,White Win,9
19062,White Win,11
19063,Black Win,8
19064,Black Win,8
19065,Black Win,8
19066,White Win,9
19067,White Win,18
19068,Black Win,10
19069,White Win,3
19070,White Win,11
19071,Black Win,8
19072,White Win,9
19073,Black Win,12
19074,Black Win,4
19075,White Win,9
19076,Black Win,9
19077,White Win,9
19078,Black Win,0
19079,Black Win,10
19080,Black Win,10
19081,White Win,10
19082,Black Win,8
19083,White Win,13
19084,White Win,9
19085,Black Win,9
19086,Black Win,7
19087,White Win,12
19088,Black Win,9
19089,White Win,7
19090,White Win,10
19091,Black Win,9
19092,White Win,11
19093,Black Win,3
19094,White Win,6
19095,Black Win,6
19096,Black Win,11
19097,Draw,9
19098,White Win,11
19099,Black Win,8
19100,White Win,11
19101,White Win,8
19102,White Win,8
19103,White Win,9
19104,White Win,10
19105,White Win,7
19106,White Win,12
19107,Black Win,4
19108,Black Win,12
19109,Black Win,7
19110,Draw,15
19111,Black Win,9
19112,Black Win,11
19113,Black Win,9
19114,Black Win,10
19115,Black Win,1
19116,Black Win,9
19117,White Win,9
19118,Black Win,9
19119,White Win,20
19120,Black Win,7
19121,White Win,12
19122,White Win,16
19123,White Win,12
19124,White Win,8
19125,Draw,11
19126,Black Win,5
19127,White Win,9
19128,White Win,12
19129,White Win,11
19130,White Win,8
19131,Black Win,7
19132,White Win,5
19133,White Win,12
19134,White Win,8
19135,White Win,5
19136,White Win,11
19137,White Win,12
19138,White Win,9
19139,Black Win,10
19140,White Win,11
19141,White Win,10
19142,White Win,11
19143,Black Win,11
19144,White Win,10
19145,Black Win,7
19146,White Win,9
19147,Black Win,11
19148,Black Win,4
19149,Black Win,9
19150,White Win,8
19151,White Win,9
19152,Black Win,0
19153,Draw,9
19154,Black Win,10
19155,White Win,11
19156,Black Win,8
19157,Black Win,10
19158,White Win,20
19159,White Win,9
19160,White Win,8
19161,White Win,11
19162,Black Win,8
19163,Black Win,10
19164,Black Win,13
19165,White Win,16
19166,White Win,10
19167,Black Win,10
19168,Black Win,8
19169,Black Win,9
19170,White Win,11
19171,White Win,18
19172,White Win,13
19173,White Win,11
19174,White Win,5
19175,Black Win,7
19176,White Win,7
19177,White Win,9
19178,White Win,8
19179,Black Win,13
19180,White Win,14
19181,Black Win,7
19182,Black Win,9
19183,White Win,7
19184,Black Win,10
19185,Draw,8
19186,White Win,9
19187,Black Win,16
19188,White Win,11
19189,Black Win,9
19190,Black Win,0
19191,White Win,10
19192,White Win,10
19193,White Win,7
19194,White Win,10
19195,White Win,10
19196,Black Win,7
19197,Black Win,9
19198,Black Win,9
19199,White Win,9
19200,Black Win,8
19201,Black Win,6
19202,Black Win,9
19203,White Win,7
19204,Black Win,8
19205,White Win,12
19206,White Win,12
19207,Black Win,10
19208,Black Win,4
19209,White Win,10
19210,White Win,9
19211,White Win,10
19212,White Win,10
19213,Black Win,12
19214,Black Win,7
19215,White Win,11
19216,White Win,11
19217,White Win,6
19218,White Win,11
19219,White Win,12
19220,White Win,10
19221,White Win,12
19222,Black Win,9
19223,Black Win,10
19224,Black Win,13
19225,Black Win,9
19226,White Win,10
19227,Black Win,8
19228,Black Win,1
19229,Black Win,8
19230,Black Win,6
19231,Black Win,10
19232,Black Win,9
19233,Black Win,10
19234,White Win,10
19235,White Win,10
19236,Black Win,12
19237,Black Win,9
19238,White Win,14
19239,Black Win,11
19240,White Win,14
19241,Black Win,10
19242,Black Win,6
19243,Black Win,10
19244,White Win,8
19245,Black Win,7
19246,Black Win,8
19247,White Win,10
19248,White Win,11
19249,White Win,18
19250,Black Win,4
19251,White Win,8
19252,White Win,11
19253,Black Win,8
19254,Draw,12
19255,White Win,14
19256,White Win,0
19257,Black Win,11
19258,White Win,11
19259,Black Win,10
19260,Black Win,9
19261,Black Win,5
19262,White Win,7
19263,Black Win,11
19264,White Win,7
19265,Black Win,9
19266,Black Win,12
19267,Black Win,13
19268,White Win,13
19269,Black Win,4
19270,White Win,12
19271,White Win,7
19272,Draw,13
19273,Black Win,0
19274,Black Win,3
19275,Draw,13
19276,Black Win,8
19277,White Win,6
19278,White Win,9
19279,Black Win,7
19280,Black Win,6
19281,White Win,13
19282,Black Win,10
19283,Draw,13
19284,White Win,13
19285,Black Win,11
19286,Black Win,6
19287,White Win,6
19288,Black Win,9
19289,White Win,11
19290,White Win,11
19291,White Win,9
19292,Black Win,9
19293,Black Win,12
19294,Black Win,9
19295,White Win,10
19296,Black Win,11
19297,White Win,10
19298,White Win,14
19299,White Win,13
19300,Black Win,10
19301,Black Win,7
19302,White Win,10
19303,White Win,9
19304,Black Win,6
19305,White Win,14
19306,Black Win,9
19307,Black Win,0
19308,White Win,13
19309,Black Win,7
19310,Black Win,7
19311,White Win,8
19312,White Win,8
19313,White Win,11
19314,White Win,9
19315,White Win,13
19316,White Win,11
19317,Black Win,6
19318,White Win,12
19319,White Win,11
19320,Black Win,17
19321,Black Win,1
19322,White Win,9
19323,Black Win,8
19324,Draw,6
19325,Black Win,1
19326,White Win,11
19327,Black Win,11
19328,White Win,12
19329,White Win,9
19330,White Win,15
19331,Black Win,12
19332,Black Win,10
19333,White Win,10
19334,Black Win,6
19335,White Win,7
19336,White Win,10
19337,Black Win,4
19338,White Win,12
19339,White Win,9
19340,White Win,8
19341,White Win,12
19342,White Win,15
19343,White Win,10
19344,White Win,20
19345,White Win,20
19346,White Win,10
19347,Black Win,9
19348,White Win,18
19349,White Win,14
19350,Black Win,9
19351,Black Win,11
19352,White Win,11
19353,Black Win,6
19354,Black Win,12
19355,Black Win,9
19356,White Win,11
19357,Black Win,10
19358,White Win,9
19359,Black Win,9
19360,White Win,10
19361,Black Win,10
19362,Black Win,8
19363,White Win,8
19364,White Win,7
19365,White Win,10
19366,Black Win,6
19367,White Win,10
19368,Black Win,9
19369,White Win,10
19370,Black Win,11
19371,White Win,10
19372,White Win,11
19373,White Win,12
19374,White Win,9
19375,Black Win,8
19376,Black Win,10
19377,Black Win,4
19378,White Win,5
19379,Draw,6
19380,Black Win,7
19381,White Win,8
19382,Black Win,9
19383,Black Win,8
19384,White Win,7
19385,White Win,8
19386,Black Win,8
19387,Black Win,1
19388,Black Win,10
19389,Black Win,6
19390,White Win,12
19391,White Win,6
19392,Black Win,6
19393,Black Win,8
19394,Black Win,9
19395,White Win,6
19396,White Win,9
19397,Black Win,3
19398,White Win,8
19399,White Win,9
19400,White Win,16
19401,Black Win,6
19402,White Win,14
19403,Draw,6
19404,Black Win,10
19405,Black Win,9
19406,Black Win,6
19407,White Win,12
19408,White Win,11
19409,White Win,6
19410,Black Win,7
19411,Black Win,8
19412,White Win,11
19413,White Win,12
19414,White Win,10
19415,Black Win,9
19416,White Win,10
19417,Black Win,7
19418,Black Win,9
19419,Black Win,7
19420,White Win,18
19421,Black Win,7
19422,White Win,17
19423,Black Win,0
19424,White Win,12
19425,Black Win,8
19426,White Win,14
19427,White Win,8
19428,White Win,12
19429,White Win,9
19430,Black Win,5
19431,Draw,9
19432,White Win,16
19433,Black Win,11
19434,Black Win,10
19435,White Win,9
19436,Draw,12
19437,White Win,7
19438,White Win,10
19439,White Win,10
19440,Black Win,8
19441,White Win,13
19442,White Win,12
19443,White Win,11
19444,Black Win,4
19445,Black Win,10
19446,Black Win,7
19447,White Win,10
19448,White Win,9
19449,White Win,10
19450,Black Win,8
19451,White Win,9
19452,White Win,10
19453,Black Win,9
19454,Black Win,13
19455,Black Win,3
19456,White Win,10
19457,Black Win,8
19458,Black Win,12
19459,Black Win,20
19460,Draw,11
19461,Black Win,8
19462,Black Win,8
19463,White Win,12
19464,White Win,6
19465,White Win,11
19466,Black Win,2
19467,White Win,13
19468,White Win,14
19469,Black Win,12
19470,White Win,10
19471,White Win,10
19472,Black Win,6
19473,Black Win,9
19474,White Win,19
19475,Black Win,9
19476,White Win,10
19477,Black Win,4
19478,White Win,11
19479,Black Win,13
19480,Black Win,3
19481,White Win,13
19482,White Win,9
19483,White Win,11
19484,Black Win,12
19485,Black Win,4
19486,White Win,14
19487,Black Win,10
19488,Black Win,5
19489,Black Win,9
19490,White Win,11
19491,Draw,6
19492,Black Win,14
19493,Black Win,7
19494,White Win,12
19495,Black Win,7
19496,White Win,9
19497,White Win,11
19498,White Win,11
19499,White Win,11
19500,White Win,13
19501,Draw,13
19502,White Win,9
19503,Black Win,11
19504,Black Win,9
19505,White Win,10
19506,White Win,10
19507,White Win,9
19508,Black Win,11
19509,Black Win,10
19510,Black Win,8
19511,Black Win,10
19512,Black Win,7
19513,Black Win,11
19514,White Win,10
19515,White Win,14
19516,Draw,10
19517,Black Win,11
19518,White Win,16
19519,Black Win,11
19520,White Win,11
19521,White Win,10
19522,Black Win,6
19523,Black Win,8
19524,White Win,9
19525,White Win,11
19526,White Win,10
19527,White Win,10
19528,Black Win,3
19529,Black Win,8
19530,White Win,9
19531,Black Win,7
19532,White Win,9
19533,Black Win,10
19534,White Win,12
19535,Black Win,6
19536,Black Win,12
19537,Black Win,0
19538,Black Win,8
19539,White Win,9
19540,Black Win,9
19541,Black Win,9
19542,Draw,10
19543,White Win,10
19544,Draw,7
19545,Black Win,13
19546,White Win,9
19547,Black Win,9
19548,Black Win,9
19549,Black Win,9
19550,White Win,13
19551,White Win,9
19552,Black Win,12
19553,White Win,10
19554,Black Win,6
19555,Black Win,12
19556,Black Win,9
19557,Black Win,3
19558,Black Win,8
19559,White Win,8
19560,Black Win,7
19561,Black Win,11
19562,White Win,11
19563,White Win,13
19564,Black Win,12
19565,White Win,14
19566,White Win,8
19567,Black Win,6
19568,White Win,8
19569,Black Win,7
19570,Black Win,5
19571,Black Win,4
19572,Black Win,10
19573,Black Win,9
19574,White Win,10
19575,Black Win,3
19576,White Win,20
19577,White Win,12
19578,Black Win,6
19579,White Win,9
19580,Black Win,8
19581,White Win,7
19582,White Win,7
19583,Black Win,8
19584,Black Win,9
19585,White Win,13
19586,Black Win,9
19587,Black Win,9
19588,Black Win,5
19589,White Win,9
19590,White Win,13
19591,Black Win,9
19592,Black Win,11
19593,White Win,9
19594,Black Win,2
19595,Black Win,12
19596,White Win,15
19597,White Win,18
19598,White Win,10
19599,White Win,9
19600,Black Win,10
19601,Black Win,4
19602,White Win,10
19603,White Win,10
19604,Black Win,9
19605,Black Win,6
19606,White Win,8
